"X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21"
"gckk","iekk","dgkk","ggkj","idkk","hgjk","dfkk","cckj","idkj","ecjk","bekj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","hckj","cdjk","gfkj","bckk","gejk","igkj","hdjk","hgjk","cckk","bekj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","gdjk","hekj","hfkk","cckj","bekk","gejk","dfkk","hckj","ddjk","bekj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","cgkk","cckj","iekk","ifkk","idkk","hfkk","ccjk","bekj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","hgkj","egjk","bgkk","cgjk","dfkk","ccjk","cekj","gejk","igkj","eckk","eekj",NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","gdkj","fdkj","cfjk","gfjk","cekj","efjk","fckj","eekj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","idkk","eckj","cgkj","cgjk","fckj","hdjk","ickj","dfkk","gfkk","gcjk","eekj",NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","ggkk","bckk","gejk","hgkj","hdjk","hckk","gckj","eekj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","eejk","cfjk","dckj","gejk","efjk","fgjk","cekj","ggkk","hdkj","dejk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","ffkj","hckk","hfjk","ifkk","igkk","idkj","ecjk","eejk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","hgkj","egjk","bgkk","cgjk","dfkk","ffkk","efkj","bckj","gfkj","bckk","cekk","gejk","ecjk","eekj","gcjk","ddkk","eejk",NA,NA,NA
"gckk","gfjk","cekj","gejk","hgkj","hdjk","hgjk","ffkk","cgjk","cgkj","dbjj","ebjj","fdkj","edkk","eejk",NA,NA,NA,NA,NA,NA
"gckk","bckk","gejk","efjk","fgjk","cekj","gfkj","cfjk","cckk","dekj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","bckk","gejk","efjk","fgjk","cekj","ggkk","ccjk","iejk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","bcjk","bekk","hekj","ickk","edkj","ifkj","igjk","hdkk","jfkk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","bckj","bfkk","cfkj","dfkk","ickk","fcjk","hdkk","idjk","iejk","jfkk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","ffkj","hckk","fcjk","ecjk","hekj","igkk","idkj","iejk","jfkk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","bckj","bfkk","cfkj","cckj","bekk","fekk","fckj","dbjj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","iekk","ifkk","ickj","dfkk","ccjk","bekj","ffjj","dbjj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","hfkk","fckj","ddkk","bdkj","eejj","fgkj","bdjj","ddjj","ffjj","dbjj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","ddjk","hdkk","hcjk","cfkj","dfkk","cckj","bekk","egkj","ebjj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","hekj","bgkk","dfkk","ccjk","bekk","efkj","cbjj","ebjj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","fdkj","efkj","bckj","gfkj","bckk","gejk","igkj","hdjk","hgjk","gdkk","ffkj","dcjj","ebjj",NA,NA,NA,NA,NA,NA,NA
"gckk","edkj","cdjk","gfkj","eckj","eejk","hcjk","ffkj","dfjj","dcjj","ebjj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","eejk","dfkj","icjk","fckk","ecjk","cgjk","dfkk","jckj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","bckj","bfkk","cfkj","dfkk","ccjk","bekj","egkj","jckj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","hekj","bgkk","ggkk","cekj","gejk","fcjk","ddkk","jcjk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","eejk","dfkj","icjk","dcjk","bejk","cgkj","dbjj","cbjj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","ggkj","idkk","eckk","eejk","cfjk","gfjk","cekj","cbjj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","cdjk","cejk","cfjk","dcjk","eckk","bfjk","ffkk","fgkj","cbjj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","ddkj","dfjk","ffkk","eckk","bckk","bekk","efjk","cbjj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","iekk","dgkk","ggkj","hdkj","eckk","cekk","ffkj","cbjj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","egkk","bgkk","cgkj","cgjk","fckj","eekj","hckk","fdkj","cbjj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","gckj","ddkj","dfkk","ggkk","cekj","gejk","fcjk","eckj","cgkj","dbjj","cbjj",NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","hekj","bgkk","dfkk","ccjk","bekk","fgkj","cbjj","ebjj","bejj","ffjj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","hdkk","hfjk","gdkk","fcjk","cdkj","cckj","dbjj","ecjj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","ddkk","bdkj","eejj","fgkj","cbjj","ebjj","bdjj","bcjj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gckk","idkk","ifkk","igkk","fcjk","fgkj","bdjj","ddjj","cejj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
